P27746	COG0022
A0A4P6WX97	COG0559
A0A4V1ABC9	COG0852
A0A4V1AB24	COG0711
A0A4P6X1W6	COG5361
A0A4P6X064	COG1804
A0A4P6WZZ5	COG3618
A0A4P6WX05	COG0206
A0A4P6WZL4	COG0209
A0A4P6X1W7	2EG3Y
A0A4P6X8I2	COG1191
A0A4P6WX39	COG0567
A0A4P6X2T6	COG0778
A0A4P6WW06	COG0657
A0A4P6X4S2	COG3391
A0A4P6WZM4	COG2204
A0A4P6WUN3	COG1595
A0A4P6WYG6	COG3090
A0A4P6X1I8	2CBCJ
A0A4P6X912	COG1804
A0A4P6X4X5	COG3803
A0A4P6X2T0	COG3686
A0A4P6WSV1	COG0320
A0A4P6WZB5	COG1797
A0A4V1AB21	COG0087
A0A4P6X7M8	2A5P5
A0A4P6X8Y2	COG0036
A0A4P6WYE6	COG0265
A0A4P6WZP3	COG0628
A0A4P6WS77	COG0093
A0A4P6X1A9	COG0553
A0A4P6WYK8	COG1475
A0A4V1ABC8	COG0533
A0A4P6WYI0	COG5569
A0A4P6X0J7	COG0378
A0A4P6WZ95	COG3842
A0A4P6X5B1	COG1381
A0A4P6X9D0	COG3288
A0A4P6WUH6	COG3239
A0A4P6X4X3	COG1463
A0A4P6X2H3	COG4974
A0A4P6X109	COG0571
A0A4P6X1E3	COG1024
A0A4P6X1V0	COG0582
A0A4P6X5A6	COG4638
A0A4P6WVH4	COG1853
A0A4P6WVK6	COG0382
A0A4P6X5Y3	COG1737
A0A4P6WZ90	COG0642
A0A4P6X7V4	COG2890
A0A4P6WSZ8	COG0480
A0A4P6WW85	2DBS3
A0A4P6WTI1	COG1841
A0A4P6X1M7	2EH8J
A0A4P6X1H6	28YEY
A0A4V1AC50	2AYXV
A0A4P6X1W5	COG3311
A0A4P6WZ70	COG2862
A0A4P6WSI8	COG0068
A0A4P6X3X3	2E5X4
A0A4P6X5A3	COG3170
A0A4P6X0Y8	COG1432
A0A4P6WZS7	COG2030
A0A4P6WYU9	COG1613
A0A4P6X5U7	COG0784
A0A4P6X405	COG0140
A0A4P6X712	2E4IS
A0A4P6X769	COG1898
A0A4P6X8H2	COG0745
A0A4P6X3K0	COG1159
A0A4P6X6I9	COG1028
A0A4P6WVZ8	2DNDV
A0A4V1ABP9	COG0664
A0A4P6X0E0	COG2148
A0A4P6X0U2	2CEXV
A0A4P6X5G6	COG0296
A0A4P6X0E3	COG2204
A0A4P6WX87	COG0451
A0A4P6X8J7	COG2882
A0A4P6WX94	COG1846
A0A4P6X687	COG0307
A0A4P6X0V5	COG1187
A0A4P6WWD4	COG0586
A0A4P6WYC1	COG0642
A0A4P6WYH3	COG2912
A0A4P6X2L9	COG0723
A0A4P6WW11	COG1249
A0A4P6X3N7	COG1051
A0A4P6X3B0	COG2227
A0A4P6X465	COG0420
A0A4P6X7D4	COG1538
A0A4P6X157	COG1742
A0A4P6X447	28P3P
A0A4P6WZB8	2DNX2
A0A4P6X1L3	COG0462
A0A4P6WY15	COG0812
A0A4P6WU33	COG0183
A0A4P6WW55	COG3945
A0A4P6X6P7	COG0443
A0A4P6X176	COG1127
A0A4P6WYU6	COG3181
A0A4V1ABT4	COG1959
A0A4P6X2Z9	COG0054
A0A4P6WS95	COG1960
A0A4P6WSW6	COG0033
A0A4P6WXA2	28P0I
A0A4P6X1J4	COG0583
A0A4P6X2S1	COG2087
A0A4P6X106	COG0217
A0A4V1AB03	COG3791
A0A4P6X255	COG0652
A0A4P6WSE9	2BUI6
A0A4P6WY21	COG5501
A0A4P6X033	COG5343
A0A4P6WZV4	COG3181
A0A4P6X9G6	COG0625
A0A4P6WWM9	COG2901
A0A4P6WW37	COG0100
A0A4P6X5Y8	COG0014
A0A4P6WVR4	COG3181
A0A4P6X379	COG0776
A0A4P6WUW6	COG1024
A0A4V1AB51	COG3607
A0A4P6WYP5	COG0184
A0A4P6WUE3	COG1592
A0A4P6X5K0	COG0642
A0A4P6X0V2	COG3047
A0A4P6WV49	COG1622
A0A4P6WYQ3	COG1538
A0A4P6WVZ3	COG3863
A0A4P6WX72	COG4728
A0A4P6WW72	COG1087
A0A4P6X0B5	COG1028
A0A4P6X178	COG3391
A0A4P6X6S9	COG0583
A0A4V1ABJ6	COG0654
A0A4V1AC77	COG1014
A0A4P6X165	COG0438
A0A4P6X488	COG1477
A0A4P6WY30	COG4567
A0A4P6X5F6	COG1024
A0A4P6WW71	COG3751
A0A4P6WY72	COG2303
A0A4P6X2W9	COG3658
A0A4P6X6G3	COG0509
A0A4V1AC57	COG4389
A0A4P6WUA4	COG4643
A0A4P6X291	COG3451
A0A4P6X5U4	COG1267
A0A4P6X241	COG1028
A0A4P6WZ93	COG1910
A0A4P6X3G9	COG3314
A0A4P6WY46	COG3812
A0A4P6WZ14	COG0183
A0A4P6WXI3	COG0260
A0A4P6X090	COG0539
A0A4P6WXP0	COG0476
A0A4P6X6T8	COG3552
A0A4P6X8Z2	COG0116
A0A4P6X2G5	COG4177
A0A4P6WVF4	COG0477
A0A4P6WYZ3	COG3505
A0A4V1AC26	COG2038
A0A4P6WZI4	COG3000
A0A4P6X0N0	COG0843
A0A4P6WW59	COG1309
A0A4P6X5C4	COG3658
A0A4P6WYL2	COG0834
A0A4P6WYW3	COG0845
A0A4V1AB39	COG0554
A0A4P6WWX2	COG2038
A0A4P6X144	COG1047
A0A4V1AC48	COG0288
A0A4P6X7G2	COG3907
A0A4P6X441	COG3063
A0A4P6WT32	COG0279
A0A4P6X955	COG2010
A0A4P6X0M4	COG1116
A0A4P6WYT0	COG1032
A0A4P6X0X3	COG1879
A0A4P6X236	COG0715
A0A4P6X4J5	COG0451
A0A4P6WRP8	COG0592
A0A4P6WVK9	COG2719
A0A4P6WYE8	COG0179
A0A4P6WZC1	COG1492
A0A4P6X0S1	COG1520
A0A4P6X0T2	COG4775
A0A4P6WYY6	COG2346
A0A4P6X015	COG0768
A0A4P6WYB8	COG0408
A0A4P6X092	COG4149
A0A4P6X2V7	COG2908
A0A4P6X3F3	COG3212
A0A4P6WSC4	COG1410
A0A4P6X3F0	2EIX9
A0A4P6WXR2	COG0042
A0A4P6X9L0	COG0045
A0A4P6X5B8	COG4585
A0A4V1AB93	COG1309
A0A4P6X0W8	COG2267
A0A4P6WWB7	COG0590
A0A4P6WV02	COG1024
A0A4P6X060	COG2804
A0A4P6X077	COG0657
A0A4P6WS15	COG2353
A0A4P6WVE9	COG2723
A0A4P6WR55	COG1673
A0A4P6WWK8	COG1154
A0A4P6WXD2	COG0109
A0A4P6X3V6	COG3431
A0A4P6WZY9	COG0793
A0A4P6X1U9	28P93
A0A4P6WUL4	COG1009
A0A4P6WSR0	2DGRK
A0A4P6WUL2	arCOG10456
A0A4V1ABA6	COG3125
A0A4P6WW08	COG1018
A0A4P6WV98	COG0683
A0A4P6X0W2	COG1923
A0A4P6X9L8	COG1180
A0A4P6WWU4	COG0351
A0A4P6WZH7	COG1529
A0A4P6WX31	COG2244
A0A4P6WTG4	COG3174
A0A4P6WXE0	COG1123
A0A4P6WY37	COG2050
A0A4P6X5P7	COG1459
A0A4V1AAY5	COG2378
A0A4P6WZV5	COG2197
A0A4V1ABR5	COG0745
A0A4P6WVW0	2CBEP
A0A4V1ABL9	COG0242
A0A4P6X273	2DPQ0
A0A4P6WQW4	COG0174
A0A4P6WXL3	COG2041
A0A4P6WZZ9	COG1758
A0A4V1AB33	29DIQ
A0A4P6WXU0	COG1116
A0A4V1AB16	COG3445
A0A4P6X0D9	COG1612
A0A4V1AC17	COG4701
A0A4V1AB76	COG2816
A0A4P6X2C1	COG1788
A0A4P6X380	COG3333
A0A4P6WZW3	COG3333
A0A4P6WQK9	COG1432
A0A4P6X6P1	COG2606
A0A4P6X0S5	COG0424
A0A4V1AC69	COG1214
A0A4P6X2H2	COG1562
A0A4P6X148	COG0477
A0A4P6WXH4	COG1024
A0A4P6WUX5	2DHD4
A0A4P6WY34	2C958
A0A4P6X478	COG0500
A0A4V1ABJ3	COG2059
A0A4P6WZ81	COG2303
A0A4P6WY41	COG1309
A0A4P6X428	COG0561
A0A4P6X272	COG0811
A0A4V1AB86	COG0810
A0A4P6X231	COG3090
A0A4P6WW35	28H8Z
A0A4P6WZD3	2EU01
A0A4P6WX78	COG0816
A0A4P6WYR0	COG0573
A0A4P6WZ74	COG1052
A0A4P6X2R7	COG0741
A0A4P6X4L1	COG1804
A0A4P6WXB5	COG0840
A0A4P6WUP9	COG1940
A0A4V1ABZ0	COG0697
A0A4V1ABW1	COG1136
A0A4P6X3F9	COG1024
A0A4P6X1Q5	COG0582
A0A4P6X2F9	COG0119
A0A4P6WUQ8	COG4638
A0A4P6X2B6	COG0501
A0A4P6WTP1	COG2212
A0A4P6WY70	COG1840
A0A4P6X869	COG3156
A0A4P6X4H3	COG0410
A0A4P6X2P1	COG1484
A0A4P6WVW3	COG3016
A0A4P6WWB0	COG4176
A0A4P6X4V2	COG1826
A0A4P6WVT1	COG0491
A0A4P6WZA0	COG2942
A0A4P6X5R4	COG2050
A0A4P6WZB9	COG4395
A0A4P6X0S0	2A82E
A0A4V1AC46	28JRZ
A0A4P6WVD5	COG1028
A0A4P6X5J5	COG4796
A0A4P6WVD1	COG0308
A0A4V1ABU3	2E7ZA
A0A4P6WXH6	COG1280
A0A4P6X115	COG1075
A0A4P6WYL9	COG2223
A0A4P6WVL8	COG3245
A0A4P6X472	COG0626
A0A4P6X3B7	COG4191
A0A4P6WX19	COG0439
A0A4P6X3G5	COG2855
A0A4P6WZF8	COG1024
A0A4P6X3J0	COG2021
A0A4P6WWS3	COG1192
A0A4P6WZW1	COG0572
A0A4P6X9C3	COG3850
A0A4P6X4I6	COG1765
A0A4P6WUQ7	COG0405
A0A4V1AAY2	COG1876
A0A4P6WTN4	COG1250
A0A4P6WSS9	COG0275
A0A4P6X337	2CC0C
A0A4P6X9Q3	COG1522
A0A4P6X3S2	28NA5
A0A4P6X435	COG0714
A0A4P6X1P8	COG0365
A0A4V1ABH2	COG2114
A0A4P6X0A0	COG2049
A0A4P6X781	COG2267
A0A4P6WVM9	COG3070
A0A4P6WXT1	COG0521
A0A4P6X9P3	COG1296
A0A4P6WZ36	COG1277
A0A4P6X2H7	COG1879
A0A4P6X3M6	COG0781
A0A4P6WW65	COG1893
A0A4P6WZB6	COG4260
A0A4P6WY42	COG0714
A0A4P6X1G9	COG0139
A0A4P6WZJ8	COG0744
A0A4P6X569	COG1960
A0A4P6X484	29B4N
A0A4P6X0S8	COG0439
A0A4P6WWI3	COG1802
A0A4P6X354	COG4553
A0A4P6X104	COG0559
A0A4P6X134	COG0263
A0A4P6X0Z4	COG0438
A0A4P6X1F1	COG1305
A0A4P6WXW3	COG0142
A0A4P6WXP7	COG3217
A0A4P6X1G0	COG2326
A0A4P6WRA3	2EMB8
A0A4P6WYG0	COG3602
A0A4P6X3L6	COG1210
A0A4V1ABW8	COG0207
A0A4V1ABC7	COG1845
A0A4P6X701	COG5501
A0A4P6WUA8	COG0804
A0A4P6X6H8	COG3090
A0A4P6WXX0	COG0654
A0A4P6X848	COG0444
A0A4P6WWP9	COG0604
A0A4P6WXT5	COG1414
A0A4V1AB02	COG0347
A0A4P6WUK5	COG3038
A0A4P6X899	COG0337
A0A4P6X1G7	COG1028
A0A4P6X195	COG2863
A0A4P6X5I1	COG3396
A0A4V1ABM9	COG3451
A0A4P6X1S9	COG1338
A0A4P6X1E7	COG0039
A0A4P6WVS4	COG2891
A0A4P6X251	COG1028
A0A4P6X188	COG0741
A0A4P6X1P5	COG0649
A0A4P6WV19	COG1639
A0A4P6WZP0	COG2170
A0A4P6X0X0	COG1960
A0A4P6X403	COG1177
A0A4P6WSQ7	COG0518
A0A4P6X163	COG2132
A0A4P6X0W4	COG0685
A0A4P6X8I8	COG0037
A0A4P6X609	COG3087
A0A4P6WWB3	COG1522
A0A4V1ABE0	COG0679
A0A4V1ABK9	COG4315
A0A4P6X1S5	COG1018
A0A4P6WXE6	28HEB
A0A4P6X3I6	COG0262
A0A4P6X5P6	COG4584
A0A4V1ABR3	COG0491
A0A4V1ABA7	COG2133
A0A4P6X0U5	COG0365
A0A4P6WSJ4	COG0526
A0A4P6X2D9	COG2224
A0A4P6WTA5	COG0097
A0A4V1ABD0	COG1008
A0A4P6WVB1	COG0802
A0A4P6X367	COG4091
A0A4P6X3P5	COG3245
A0A4P6WWS4	2CBAE
A0A4P6X147	COG3034
A0A4P6X7N7	COG1398
A0A4P6X8G6	COG2373
A0A4P6X509	COG0776
A0A4P6WS61	COG0357
A0A4P6X1T8	2C28U
A0A4P6X6D6	COG0081
A0A4V1AB92	COG0665
A0A4P6WYT7	COG0318
A0A4P6WUK4	COG0377
A0A4P6WWU7	COG2885
A0A4P6WZ50	COG0642
A0A4P6X2A0	2BBG1
A0A4P6WXF9	COG0524
A0A4P6WZ51	COG3427
A0A4P6X2Z3	COG3504
A0A4V1AAZ5	COG3545
A0A4P6X657	COG4799
A0A4P6X596	2DNPN
A0A4P6WX12	COG0772
A0A4P6X8P2	COG1175
A0A4P6WWR5	COG0028
A0A4P6X0I5	COG2919
A0A4V1ABF8	COG1600
A0A4P6WV55	COG0187
A0A4P6X6D7	COG0745
A0A4P6WWF6	2AY9T
A0A4P6WUD4	COG0530
A0A4V1ABA5	COG4654
A0A4P6X5U1	COG0630
A0A4P6X479	COG0239
A0A4P6X5J0	COG0550
A0A4P6X591	COG2913
A0A4P6X1Z8	COG5473
A0A4P6X2B8	COG2372
A0A4P6WX79	2D5UT
A0A4P6X730	COG0625
A0A4P6X0J0	2CIAZ
A0A4P6X3H5	COG2010
A0A4V1ABB9	COG0826
A0A4P6X4V7	COG0515
A0A4V1ABV9	COG0111
A0A4P6X961	COG0687
A0A4P6X0F7	2CX71
A0A4P6X2M0	COG0811
A0A4P6X404	COG2171
A0A4P6WZR1	COG0741
A0A4P6X546	COG1479
A0A4P6X934	2EC1S
A0A4P6X0P0	COG0160
A0A4P6WW92	COG2326
A0A4P6X0K0	COG1216
A0A4V1ABA8	COG4301
A0A4P6X8U7	COG0641
A0A4V1ABZ8	COG0777
A0A4P6X2M3	28MZJ
A0A4P6X340	COG0020
A0A4P6WRS6	COG0654
A0A4P6WYS6	COG2905
A0A4P6X145	COG3346
A0A4P6X205	COG1028
A0A4P6WVC0	COG0161
A0A4P6X5W9	COG2378
A0A4P6X0X7	COG0697
A0A4P6X1F8	COG1995
A0A4P6WX29	2EHK0
A0A4P6X2M8	COG2203
A0A4P6WX41	COG3267
A0A4P6X2F5	COG0682
A0A4P6X1K2	arCOG08699
A0A4P6X061	COG4315
A0A4P6X725	COG0451
A0A4P6X875	COG0131
A0A4P6WVV8	COG1075
A0A4P6X343	COG0654
A0A4P6WVR7	COG1960
A0A4P6X3B1	COG0544
A0A4V1AC05	COG0559
A0A4P6X5Q7	29N8T
A0A4P6X4I9	COG0389
A0A4P6X028	COG2109
A0A4P6X517	COG0463
A0A4P6X3U5	COG3411
A0A4P6X286	COG0500
A0A4P6WTA1	COG0194
A0A4P6X140	COG0286
A0A4P6X6X3	COG2828
A0A4V1ABS9	COG0664
A0A4P6WWS7	COG2905
A0A4P6WX58	COG4177
A0A4P6X839	COG1070
A0A4V1AC81	COG2137
A0A4P6WU68	COG0780
A0A4P6X621	COG0482
A0A4P6WZL3	2DUER
A0A4P6WYT1	COG0477
A0A4P6XA52	COG1430
A0A4P6X2B0	COG1670
A0A4P6WZT0	COG0183
A0A4P6WZI5	COG2001
A0A4V1ABE8	COG4340
A0A4P6WXY5	COG0654
A0A4P6WW84	COG2307
A0A4P6X292	COG1309
A0A4P6X494	COG1610
A0A4P6WYJ7	COG0111
A0A4P6WZ61	COG3181
A0A4P6WVM3	COG4128
A0A4P6X5Q1	COG0407
A0A4P6X2Q5	COG1183
A0A4P6WVX5	COG0642
A0A4P6X908	COG1171
A0A4P6WXH3	COG2130
A0A4V1ABN8	COG4177
A0A4P6X0J4	COG1286
A0A4P6WTJ0	COG0251
A0A4P6X779	COG1053
A0A4P6X553	COG0697
A0A4P6WT42	COG0745
A0A4P6X0I0	COG1028
A0A4P6X1Z4	COG0517
A0A4P6WSM8	COG0235
A0A4P6WWL1	COG1024
A0A4P6X2P2	COG1295
A0A4V1ABH4	COG1388
A0A4P6WUQ5	COG4665
A0A4P6X2R8	COG3490
A0A4P6X7S6	2EHHS
A0A4P6X4W5	COG2972
A0A4P6X691	COG2194
A0A4P6X6M0	COG0757
A0A4P6X2W0	COG1961
A0A4P6X149	COG0210
A0A4P6X2R6	COG3181
A0A4V1AB22	COG0678
A0A4V1ABV5	COG1012
A0A4P6X8R2	COG3448
A0A4P6WVB6	COG0092
A0A4V1ABG2	COG0183
A0A4V1AAZ2	COG2071
A0A4P6X1F7	COG0174
A0A4P6X336	COG3380
A0A4P6X5I8	COG1028
A0A4V1AB29	COG3384
A0A4P6X459	COG1932
A0A4P6X638	COG0284
A0A4P6WSE5	COG0477
A0A4P6X5C7	COG2331
A0A4P6X4N4	COG1663
A0A4P6X3P6	COG1595
A0A4P6X6C7	COG1886
A0A4P6X9M0	COG0340
A0A4P6X6T7	COG1280
A0A4P6X8P5	2ADX9
A0A4V1ABU5	COG1052
A0A4P6WWX4	COG0750
A0A4P6X5H8	COG1802
A0A4P6X6S2	COG0009
A0A4V1AC40	COG4191
A0A4V1AC41	COG1490
A0A4P6X4A1	COG0565
A0A4P6WXP2	COG2267
A0A4P6WZK8	COG0789
A0A4P6X799	COG1949
A0A4P6WSU4	COG0526
A0A4P6WS17	COG0788
A0A4P6WVT8	COG0457
A0A4P6X9S9	28IZ5
A0A4P6X045	COG0829
A0A4P6X3Z8	COG0662
A0A4P6X535	COG4251
A0A4P6WXV2	COG1280
A0A4P6X4X7	COG0494
A0A4P6WTI5	COG0745
A0A4P6WR36	COG1741
A0A4P6WYR5	COG2885
A0A4P6WV81	COG1402
A0A4P6WZ58	COG3119
A0A4P6X6Z9	COG3012
A0A4V1ABZ4	COG1968
A0A4P6X012	COG1917
A0A4P6X2N9	COG2197
A0A4P6WV93	COG1721
A0A4P6X119	COG0661
A0A4P6WWS6	COG0395
A0A4P6X3W5	COG4395
A0A4P6X497	COG1142
A0A4V1ABX3	COG4314
A0A4V1ABT8	COG3436
A0A4P6WXG6	COG0351
A0A4V1ABL6	COG0470
A0A4P6X6F6	COG1522
A0A4P6WWC3	COG1571
A0A4P6X6E6	2DB8N
A0A4P6X8F7	28IWK
A0A4V1ABS8	COG2270
A0A4P6X3W6	COG0125
A0A4P6X1P2	COG0443
A0A4P6WZK5	COG1176
A0A4P6X3J3	COG4584
A0A4P6X2T9	2E5IB
A0A4P6X006	COG1416
A0A4P6WZS3	COG3937
A0A4P6WWD7	COG2334
A0A4P6WW58	COG2329
A0A4P6X571	COG1344
A0A4P6WV82	COG3971
A0A4P6WWY7	COG1813
A0A4P6WZ37	COG0845
A0A4P6WVE3	COG3350
A0A4P6WWT5	COG0477
A0A4P6X868	COG0805
A0A4P6X1Z0	2DBUJ
A0A4V1ABM4	28P3P
A0A4P6WVJ7	COG0137
A0A4P6WYJ9	COG0513
A0A4V1AB60	COG3116
A0A4V1AC13	COG1051
A0A4P6X6F7	COG1546
A0A4P6X1V8	2EB8X
A0A4P6WYB4	COG1216
A0A4P6WT23	COG1696
A0A4V1ABU2	COG1593
A0A4P6X2Z2	COG0341
A0A4P6X1A3	COG1024
A0A4P6WVG8	COG2010
A0A4P6WV35	COG3619
A0A4V1ABI7	COG0763
A0A4P6X1U5	2B6K9
A0A4P6WZZ8	COG0491
A0A4P6WSN5	COG1846
A0A4P6WXU6	COG3148
A0A4P6WSS2	COG3159
A0A4P6X5B0	COG0167
A0A4P6X155	COG1217
A0A4P6X0T8	COG4731
A0A4P6WWN4	COG0775
A0A4P6X3M2	COG0665
A0A4P6X5W3	COG3713
A0A4P6WVV5	COG0439
A0A4P6X0B3	COG4105
A0A4V1ABZ7	COG0784
A0A4P6WXS1	COG0745
A0A4P6WY57	COG2259
A0A4P6X4T6	COG0237
A0A4P6WX18	COG0243
A0A4P6WVC7	COG1129
A0A4P6X0V8	COG0807
A0A4P6X4T2	2FGAC
A0A4P6X3Z6	COG1970
A0A4P6X1M6	COG0625
A0A4P6X0C9	COG0714
A0A4V1AC29	COG4787
A0A4V1AC70	COG0667
A0A4P6X9E4	COG2010
A0A4P6WS35	2EDY7
A0A4P6WUY7	COG4451
A0A4P6X6F4	COG0824
A0A4P6WWG1	COG0673
A0A4P6X2P5	COG1225
A0A4P6X2A6	COG0683
A0A4P6X773	COG0500
A0A4P6WR46	COG0606
A0A4P6WXA1	COG3329
A0A4P6X7Y8	COG3663
A0A4P6X6H9	COG3118
A0A4P6WRG0	COG0179
A0A4P6WT93	COG0588
A0A4P6X305	COG2241
A0A4P6WZ05	2EQ9X
A0A4P6WYX2	COG0683
A0A4P6WWJ2	COG0523
A0A4P6X1P9	COG0799
A0A4V1ABQ0	COG0795
A0A4V1ABD8	COG0824
A0A4P6WWD8	COG0174
A0A4P6X3V4	COG0707
A0A4P6WV29	COG2703
A0A4P6WS14	2E860
A0A4P6X4R3	COG0538
A0A4P6X616	COG1028
A0A4P6WWH6	COG4589
A0A4P6X8C5	COG4214
A0A4P6X7H6	COG3121
A0A4P6WZS9	COG2062
A0A4P6WUM8	COG2267
A0A4P6WT17	COG0477
A0A4P6X2K8	292MF
A0A4P6WSN0	COG3459
A0A4P6WZ31	2C1K4
A0A4P6X5Z5	COG1414
A0A4P6WZJ6	COG0828
A0A4P6X1U7	COG0568
A0A4P6WT63	COG2180
A0A4P6X0H4	COG1216
A0A4P6X2K9	COG4135
A0A4P6WVL7	COG0277
A0A4P6WW79	COG0842
A0A4P6WZD6	COG1960
A0A4P6X2I2	COG0151
A0A4V1ABM0	COG0436
A0A4P6X585	COG0855
A0A4P6X1A0	COG0389
A0A4P6X1S7	COG1846
A0A4P6WXI4	COG1832
A0A4P6X1T4	COG2391
A0A4V1ABG8	COG0477
A0A4P6X597	COG3673
A0A4P6WU95	COG1178
A0A4P6WXB0	COG1176
A0A4V1ABD4	COG0715
A0A4P6WZS6	COG0331
A0A4P6X0L9	COG0743
A0A4P6WX17	COG0697
A0A4P6WVU0	2ASHY
A0A4P6WUL1	COG2818
A0A4P6X1F9	COG4770
A0A4P6X0V6	COG1974
A0A4P6X7J9	COG0613
A0A4P6WXV9	28TA0
A0A4P6X0L1	COG0697
A0A4P6X1L0	COG0183
A0A4P6X539	COG0745
A0A4P6WWU6	COG0202
A0A4P6WX08	COG0491
A0A4P6WZI8	COG0265
A0A4P6X1E0	COG0216
A0A4P6WWQ2	COG3842
A0A4P6X2P7	COG0642
A0A4P6X0U6	COG4096
A0A4P6WY29	COG0372
A0A4P6WVE8	COG2076
A0A4P6X5A4	COG2202
A0A4P6X0H2	COG3193
A0A4V1ABQ8	COG2114
A0A4P6WUL6	COG0457
A0A4P6WUZ3	COG1028
A0A4P6X011	COG2808
A0A4P6WSB5	COG0861
A0A4P6WYV0	COG1714
A0A4P6X524	COG3071
A0A4P6X3A0	COG1670
A0A4V1AC07	COG0075
A0A4P6X250	COG0018
A0A4P6X110	COG2867
A0A4V1AB41	COG0361
A0A4P6WWZ7	COG3471
A0A4P6WZ88	COG0276
A0A4P6X197	2E9SN
A0A4P6X541	COG0547
A0A4P6WS04	COG3842
A0A4P6WZ64	COG0318
A0A4V1ABD9	COG3181
A0A4P6WXS2	COG0596
A0A4P6X1S0	COG1766
A0A4P6WSZ1	COG1319
A0A4P6X0G4	COG0502
A0A4P6X392	COG0840
A0A4P6X3P9	COG0318
A0A4P6X5V5	COG0346
A0A4P6X668	COG0826
A0A4P6WYG2	COG0728
A0A4P6WVA9	COG0049
A0A4P6WTS1	COG1734
A0A4P6WTT9	2EMEQ
A0A4P6X3A3	COG1778
A0A4P6X216	COG4799
A0A4P6WZ87	COG3550
A0A4P6WX40	COG0559
A0A4P6WVJ0	COG4665
A0A4P6WSY4	COG2223
A0A4P6WTK3	COG1638
A0A4V1AC76	COG4392
A0A4P6WUB0	COG0501
A0A4P6X0P6	COG1711
A0A4P6WXT0	COG0841
A0A4P6X7A2	arCOG14808
A0A4P6X1V1	2DD05
A0A4P6WV66	COG1638
A0A4P6WY81	COG0659
A0A4P6X4V5	COG0810
A0A4P6WWP8	COG1538
A0A4V1AAZ0	COG0824
A0A4P6WWA1	2EGJT
A0A4P6X050	2CUWF
A0A4P6WTC1	COG0642
A0A4P6WS86	COG0201
A0A4P6WVB2	COG4977
A0A4P6X5M0	COG0760
A0A4P6WWF8	COG5405
A0A4P6X8B7	2DB8Y
A0A4P6WYG5	COG1894
A0A4P6WTU9	COG1028
A0A4P6X4U4	COG0665
A0A4P6X5S3	COG1419
A0A4P6X161	2C06D
A0A4P6WVG7	COG1140
A0A4P6WSK8	COG0374
A0A4P6WYR4	COG0494
A0A4P6X759	COG1752
A0A4P6WZI2	COG0094
A0A4P6X9H6	COG2027
A0A4P6X2F7	COG0010
A0A4P6X0B8	COG1894
A0A4P6WTC5	COG3170
A0A4P6X0H1	COG3474
A0A4P6WWK9	COG0270
A0A4V1ABF5	COG0108
A0A4P6WWT6	COG0256
A0A4P6WRI4	2DB89
A0A4P6WT18	2A4KV
A0A4P6WZH6	COG2207
A0A4P6X0Y7	COG1559
A0A4P6WZN4	COG1024
A0A4P6WV90	COG0782
A0A4P6WYV5	COG1664
A0A4P6WUT1	COG0583
A0A4P6X3G0	COG3505
A0A4P6WWZ1	COG0688
A0A4P6WXK3	COG1651
A0A4P6WRH2	COG1018
A0A4P6WUK2	COG2022
A0A4P6WV70	COG2059
A0A4P6X1F2	COG0535
A0A4P6X1P0	COG0463
A0A4P6X5Q3	COG0536
A0A4P6X8X2	COG0692
A0A4P6X3X1	COG0373
A0A4P6WUQ9	COG0724
A0A4P6WVU3	COG1230
A0A4V1ABD5	COG1106
A0A4P6X154	COG0397
A0A4V1ABJ4	COG0451
A0A4P6X6Q9	COG1984
A0A4P6X0W0	COG0664
A0A4P6WUB3	COG1846
A0A4P6WZJ5	COG0257
A0A4P6WZV1	COG3039
A0A4P6WZU9	COG1028
A0A4P6WYI4	2C44J
A0A4P6X1J8	COG4143
A0A4P6X4V1	COG0583
A0A4P6X5D8	COG1587
A0A4P6WWN3	2EHAV
A0A4P6X330	COG0697
A0A4P6X5Q4	COG1813
A0A4P6WTD9	COG3181
A0A4P6WT67	COG0204
A0A4P6X6A0	COG0406
A0A4P6X0S6	COG1131
A0A4P6WVZ6	COG0673
A0A4P6WZK0	COG3593
A0A4P6X4W0	COG0069
A0A4P6X4P5	COG1670
A0A4V1AC14	COG1653
A0A4P6X4I7	COG1682
A0A4V1AB37	COG3064
A0A4P6X383	COG1452
A0A4P6WVF3	COG4569
A0A4P6X5X8	COG2908
A0A4P6WTH8	COG4324
A0A4V1ABB5	COG2864
A0A4P6X382	COG0335
A0A4P6X2A9	COG2025
A0A4P6WZH2	COG1349
A0A4P6WZX7	COG4774
A0A4P6WUX4	COG1937
A0A4P6X0U0	COG0582
A0A4P6X2H4	COG2076
A0A4P6X7U9	COG0587
A0A4P6X4Z1	COG0755
A0A4P6WSA9	COG0559
A0A4P6X586	COG3187
A0A4P6X0I3	2C0AM
A0A4P6WY31	COG1475
A0A4P6X0G8	COG1960
A0A4P6X310	COG0304
A0A4P6X6B0	2F126
A0A4V1AB00	COG0464
A0A4P6X1Q6	COG1007
A0A4V1AAZ3	COG0235
A0A4P6WXM6	COG0265
A0A4P6X580	2CG3F
A0A4P6X334	COG0074
A0A4P6X271	COG4154
A0A4P6X0F6	COG3291
A0A4P6X3Q0	COG1190
A0A4P6X5B2	COG2207
A0A4P6WXD6	COG0817
A0A4P6WZK7	COG1047
A0A4P6WXW7	COG3175
A0A4P6X630	COG1261
