KEGGgene	KO	Organism
hpse:HPF_11625	ko:K07240	Hydrogenophaga
hpse:HPF_11630	ko:K04564	Hydrogenophaga
hpse:HPF_15935	ko:K00018	Hydrogenophaga
hpse:HPF_15940	ko:K03929	Hydrogenophaga
hpse:HPF_15960	ko:K01640	Hydrogenophaga
hpse:HPF_15975	ko:K07274	Hydrogenophaga
hpse:HPF_15985	ko:K19267	Hydrogenophaga
hpse:HPF_16000	ko:K19126	Hydrogenophaga
hpse:HPF_16005	ko:K19125	Hydrogenophaga
hpse:HPF_16010	ko:K19124	Hydrogenophaga
hpse:HPF_16015	ko:K19123	Hydrogenophaga
hpse:HPF_16020	ko:K07012	Hydrogenophaga
hpse:HPF_16035	ko:K00928	Hydrogenophaga
hpse:HPF_16040	ko:K04075	Hydrogenophaga
hpse:HPF_16045	ko:K01962	Hydrogenophaga
hpse:HPF_16050	ko:K01247	Hydrogenophaga
hpse:HPF_16055	ko:K01883	Hydrogenophaga
hpse:HPF_16070	ko:K03767	Hydrogenophaga
hpse:HPF_16075	ko:K03768	Hydrogenophaga
hpse:HPF_16080	ko:K03269	Hydrogenophaga
hpse:HPF_16085	ko:K09933	Hydrogenophaga
hpse:HPF_16100	ko:K00600	Hydrogenophaga
hpse:HPF_16105	ko:K07738	Hydrogenophaga
hpse:HPF_16115	ko:K02671	Hydrogenophaga
hpse:HPF_16130	ko:K02674	Hydrogenophaga
hpse:HPF_16140	ko:K11752	Hydrogenophaga
hpse:HPF_16145	ko:K00793	Hydrogenophaga
hpse:HPF_16150	ko:K00794	Hydrogenophaga
hpse:HPF_16155	ko:K03625	Hydrogenophaga
hpse:HPF_16165	ko:K07107	Hydrogenophaga
hpse:HPF_16170	ko:K03562	Hydrogenophaga
hpse:HPF_16175	ko:K03560	Hydrogenophaga
hpse:HPF_16190	ko:K02337	Hydrogenophaga
hpse:HPF_16200	ko:K00647	Hydrogenophaga
hpse:HPF_20190	ko:K02391	Hydrogenophaga
hpse:HPF_20195	ko:K02390	Hydrogenophaga
hpse:HPF_20200	ko:K02389	Hydrogenophaga
hpse:HPF_20205	ko:K02388	Hydrogenophaga
hpse:HPF_20210	ko:K02387	Hydrogenophaga
hpse:HPF_20215	ko:K02386	Hydrogenophaga
hpse:HPF_20220	ko:K02398	Hydrogenophaga
hpse:HPF_20245	ko:K02405	Hydrogenophaga
hpse:HPF_20255	ko:K02404	Hydrogenophaga
hpse:HPF_20260	ko:K02400	Hydrogenophaga
hpse:HPF_20265	ko:K02401	Hydrogenophaga
hpse:HPF_20270	ko:K03414	Hydrogenophaga
hpse:HPF_20275	ko:K03413	Hydrogenophaga
hpse:HPF_20280	ko:K02557	Hydrogenophaga
hpse:HPF_20285	ko:K02556	Hydrogenophaga
hpse:HPF_20290	ko:K02402	Hydrogenophaga
hpse:HPF_20295	ko:K02403	Hydrogenophaga
hpse:HPF_20300	ko:K02406	Hydrogenophaga
hpse:HPF_20305	ko:K02407	Hydrogenophaga
hpse:HPF_20310	ko:K02422	Hydrogenophaga
hpse:HPF_20315	ko:K02423	Hydrogenophaga
hpse:HPF_20320	ko:K02408	Hydrogenophaga
hpse:HPF_20325	ko:K02409	Hydrogenophaga
hpse:HPF_20330	ko:K02410	Hydrogenophaga
hpse:HPF_20335	ko:K02411	Hydrogenophaga
hpse:HPF_20340	ko:K02412	Hydrogenophaga
hpse:HPF_20345	ko:K02413	Hydrogenophaga
hpse:HPF_20350	ko:K02414	Hydrogenophaga
hpse:HPF_20355	ko:K02415	Hydrogenophaga
hpse:HPF_20360	ko:K02416	Hydrogenophaga
hpse:HPF_20365	ko:K02417	Hydrogenophaga
hpse:HPF_20370	ko:K02418	Hydrogenophaga
hpse:HPF_20375	ko:K02419	Hydrogenophaga
hpse:HPF_20380	ko:K02420	Hydrogenophaga
hpse:HPF_20385	ko:K02421	Hydrogenophaga
hpse:HPF_20415	ko:K03413	Hydrogenophaga
hpse:HPF_20420	ko:K03407	Hydrogenophaga
hpse:HPF_20425	ko:K00575	Hydrogenophaga
hpse:HPF_20430	ko:K03411	Hydrogenophaga
hpse:HPF_20435	ko:K03412	Hydrogenophaga
hpse:HPF_02200	ko:K02111	Hydrogenophaga
hpse:HPF_02205	ko:K02115	Hydrogenophaga
hpse:HPF_02210	ko:K02112	Hydrogenophaga
hpse:HPF_02215	ko:K02114	Hydrogenophaga
hpse:HPF_02220	ko:K10914	Hydrogenophaga
hpse:HPF_02230	ko:K06872	Hydrogenophaga
hpse:HPF_02235	ko:K03744	Hydrogenophaga
hpse:HPF_02245	ko:K07019	Hydrogenophaga
hpse:HPF_02260	ko:K01835	Hydrogenophaga
hpse:HPF_02265	ko:K01187	Hydrogenophaga
hpse:HPF_02270	ko:K05350	Hydrogenophaga
hpse:HPF_02275	ko:K10234	Hydrogenophaga
hpse:HPF_02280	ko:K10233	Hydrogenophaga
hpse:HPF_02285	ko:K10232	Hydrogenophaga
hpse:HPF_02290	ko:K10111	Hydrogenophaga
hpse:HPF_02310	ko:K02342	Hydrogenophaga
hpse:HPF_02315	ko:K07322	Hydrogenophaga
hpse:HPF_02325	ko:K07673	Hydrogenophaga
hpse:HPF_02330	ko:K07684	Hydrogenophaga
hpse:HPF_02340	ko:K02003	Hydrogenophaga
hpse:HPF_02345	ko:K02004	Hydrogenophaga
hpse:HPF_02360	ko:K02575	Hydrogenophaga
hpse:HPF_02365	ko:K02575	Hydrogenophaga
hpse:HPF_02370	ko:K00370	Hydrogenophaga
hpse:HPF_02375	ko:K00371	Hydrogenophaga
hpse:HPF_02380	ko:K00373	Hydrogenophaga
hpse:HPF_02385	ko:K00374	Hydrogenophaga
hpse:HPF_02390	ko:K03769	Hydrogenophaga
hpse:HPF_02395	ko:K01673	Hydrogenophaga
hpse:HPF_06525	ko:K07263	Hydrogenophaga
hpse:HPF_06530	ko:K07263	Hydrogenophaga
hpse:HPF_06540	ko:K00954	Hydrogenophaga
hpse:HPF_06550	ko:K01056	Hydrogenophaga
hpse:HPF_06555	ko:K02897	Hydrogenophaga
hpse:HPF_06560	ko:K00948	Hydrogenophaga
hpse:HPF_06570	ko:K00919	Hydrogenophaga
hpse:HPF_06575	ko:K02494	Hydrogenophaga
hpse:HPF_06585	ko:K10563	Hydrogenophaga
hpse:HPF_06595	ko:K03575	Hydrogenophaga
hpse:HPF_06600	ko:K06958	Hydrogenophaga
hpse:HPF_06605	ko:K03631	Hydrogenophaga
hpse:HPF_06610	ko:K00858	Hydrogenophaga
hpse:HPF_06615	ko:K03705	Hydrogenophaga
hpse:HPF_06630	ko:K04760	Hydrogenophaga
hpse:HPF_06635	ko:K01139	Hydrogenophaga
hpse:HPF_06640	ko:K00278	Hydrogenophaga
hpse:HPF_06645	ko:K05896	Hydrogenophaga
hpse:HPF_06655	ko:K03321	Hydrogenophaga
hpse:HPF_06670	ko:K01874	Hydrogenophaga
hpse:HPF_06675	ko:K03593	Hydrogenophaga
hpse:HPF_06690	ko:K15514	Hydrogenophaga
hpse:HPF_06695	ko:K15546	Hydrogenophaga
hpse:HPF_06700	ko:K15513	Hydrogenophaga
hpse:HPF_06705	ko:K15512	Hydrogenophaga
hpse:HPF_06710	ko:K15511	Hydrogenophaga
hpse:HPF_06745	ko:K09793	Hydrogenophaga
hpse:HPF_06785	ko:K00124	Hydrogenophaga
hpse:HPF_06795	ko:K00127	Hydrogenophaga
hpse:HPF_10815	ko:K01692	Hydrogenophaga
hpse:HPF_10825	ko:K05712	Hydrogenophaga
hpse:HPF_10850	ko:K07216	Hydrogenophaga
hpse:HPF_10875	ko:K01779	Hydrogenophaga
hpse:HPF_10885	ko:K00481	Hydrogenophaga
hpse:HPF_10890	ko:K02624	Hydrogenophaga
hpse:HPF_10900	ko:K01995	Hydrogenophaga
hpse:HPF_10910	ko:K01997	Hydrogenophaga
hpse:HPF_10915	ko:K01999	Hydrogenophaga
hpse:HPF_10930	ko:K01784	Hydrogenophaga
hpse:HPF_10950	ko:K01953	Hydrogenophaga
hpse:HPF_11035	ko:K05946	Hydrogenophaga
hpse:HPF_11070	ko:K01991	Hydrogenophaga
hpse:HPF_15395	ko:K09015	Hydrogenophaga
hpse:HPF_15400	ko:K09013	Hydrogenophaga
hpse:HPF_15405	ko:K09014	Hydrogenophaga
hpse:HPF_15415	ko:K06988	Hydrogenophaga
hpse:HPF_15420	ko:K15977	Hydrogenophaga
hpse:HPF_15425	ko:K15777	Hydrogenophaga
hpse:HPF_15450	ko:K00978	Hydrogenophaga
hpse:HPF_15465	ko:K01790	Hydrogenophaga
hpse:HPF_15485	ko:K07483	Hydrogenophaga
hpse:HPF_15605	ko:K07154	Hydrogenophaga
hpse:HPF_15615	ko:K07154	Hydrogenophaga
hpse:HPF_15630	ko:K01032	Hydrogenophaga
hpse:HPF_15635	ko:K01031	Hydrogenophaga
hpse:HPF_15650	ko:K05712	Hydrogenophaga
hpse:HPF_19680	ko:K01814	Hydrogenophaga
hpse:HPF_19685	ko:K02501	Hydrogenophaga
hpse:HPF_19690	ko:K01693	Hydrogenophaga
hpse:HPF_19695	ko:K00817	Hydrogenophaga
hpse:HPF_19700	ko:K00013	Hydrogenophaga
hpse:HPF_19705	ko:K00765	Hydrogenophaga
hpse:HPF_19710	ko:K00790	Hydrogenophaga
hpse:HPF_19720	ko:K01992	Hydrogenophaga
hpse:HPF_19725	ko:K01990	Hydrogenophaga
hpse:HPF_19730	ko:K07122	Hydrogenophaga
hpse:HPF_19735	ko:K07323	Hydrogenophaga
hpse:HPF_19740	ko:K04754	Hydrogenophaga
hpse:HPF_19745	ko:K02067	Hydrogenophaga
hpse:HPF_19750	ko:K02066	Hydrogenophaga
hpse:HPF_19755	ko:K02065	Hydrogenophaga
hpse:HPF_19760	ko:K00266	Hydrogenophaga
hpse:HPF_19765	ko:K00265	Hydrogenophaga
hpse:HPF_19770	ko:K07491	Hydrogenophaga
hpse:HPF_19785	ko:K01129	Hydrogenophaga
hpse:HPF_19790	ko:K01735	Hydrogenophaga
hpse:HPF_19800	ko:K02666	Hydrogenophaga
hpse:HPF_19805	ko:K02665	Hydrogenophaga
hpse:HPF_19810	ko:K02664	Hydrogenophaga
hpse:HPF_19815	ko:K02663	Hydrogenophaga
hpse:HPF_19825	ko:K05366	Hydrogenophaga
hpse:HPF_19830	ko:K06202	Hydrogenophaga
hpse:HPF_19835	ko:K17247	Hydrogenophaga
hpse:HPF_19840	ko:K07147	Hydrogenophaga
hpse:HPF_19850	ko:K07399	Hydrogenophaga
hpse:HPF_19860	ko:K03978	Hydrogenophaga
hpse:HPF_19865	ko:K02517	Hydrogenophaga
hpse:HPF_19870	ko:K02517	Hydrogenophaga
hpse:HPF_19875	ko:K00789	Hydrogenophaga
hpse:HPF_19900	ko:K04078	Hydrogenophaga
hpse:HPF_19905	ko:K04077	Hydrogenophaga
hpse:HPF_19925	ko:K00854	Hydrogenophaga
hpse:HPF_01670	ko:K00459	Hydrogenophaga
hpse:HPF_01680	ko:K05921	Hydrogenophaga
hpse:HPF_01685	ko:K05921	Hydrogenophaga
hpse:HPF_01690	ko:K00151	Hydrogenophaga
hpse:HPF_01695	ko:K00455	Hydrogenophaga
hpse:HPF_01700	ko:K01826	Hydrogenophaga
hpse:HPF_01715	ko:K00077	Hydrogenophaga
hpse:HPF_01720	ko:K02510	Hydrogenophaga
hpse:HPF_01735	ko:K03863	Hydrogenophaga
hpse:HPF_01750	ko:K10622	Hydrogenophaga
hpse:HPF_01755	ko:K10621	Hydrogenophaga
hpse:HPF_01775	ko:K07275	Hydrogenophaga
hpse:HPF_01780	ko:K15765	Hydrogenophaga
hpse:HPF_01785	ko:K15764	Hydrogenophaga
hpse:HPF_01790	ko:K15763	Hydrogenophaga
hpse:HPF_01795	ko:K15762	Hydrogenophaga
hpse:HPF_01800	ko:K15761	Hydrogenophaga
hpse:HPF_01805	ko:K15760	Hydrogenophaga
hpse:HPF_01825	ko:K01999	Hydrogenophaga
hpse:HPF_01835	ko:K05783	Hydrogenophaga
hpse:HPF_01840	ko:K01821	Hydrogenophaga
hpse:HPF_01850	ko:K18365	Hydrogenophaga
hpse:HPF_01855	ko:K18366	Hydrogenophaga
hpse:HPF_01860	ko:K09932	Hydrogenophaga
hpse:HPF_01865	ko:K01617	Hydrogenophaga
hpse:HPF_01870	ko:K18364	Hydrogenophaga
hpse:HPF_01875	ko:K10216	Hydrogenophaga
hpse:HPF_01880	ko:K10217	Hydrogenophaga
hpse:HPF_01890	ko:K00446	Hydrogenophaga
hpse:HPF_01905	ko:K16246	Hydrogenophaga
hpse:HPF_01910	ko:K16245	Hydrogenophaga
hpse:HPF_05995	ko:K23541	Hydrogenophaga
hpse:HPF_06010	ko:K03745	Hydrogenophaga
hpse:HPF_06015	ko:K01738	Hydrogenophaga
hpse:HPF_06020	ko:K07305	Hydrogenophaga
hpse:HPF_06030	ko:K20034	Hydrogenophaga
hpse:HPF_06035	ko:K01999	Hydrogenophaga
hpse:HPF_06040	ko:K01997	Hydrogenophaga
hpse:HPF_06050	ko:K01995	Hydrogenophaga
hpse:HPF_06060	ko:K07516	Hydrogenophaga
hpse:HPF_06065	ko:K00626	Hydrogenophaga
hpse:HPF_06105	ko:K23256	Hydrogenophaga
hpse:HPF_06110	ko:K09456	Hydrogenophaga
hpse:HPF_06120	ko:K02348	Hydrogenophaga
hpse:HPF_06130	ko:K00567	Hydrogenophaga
hpse:HPF_06135	ko:K07552	Hydrogenophaga
hpse:HPF_06150	ko:K03655	Hydrogenophaga
hpse:HPF_06155	ko:K06959	Hydrogenophaga
hpse:HPF_06170	ko:K07795	Hydrogenophaga
hpse:HPF_06180	ko:K21703	Hydrogenophaga
hpse:HPF_06190	ko:K01783	Hydrogenophaga
hpse:HPF_06195	ko:K01086	Hydrogenophaga
hpse:HPF_06200	ko:K00855	Hydrogenophaga
hpse:HPF_06205	ko:K00615	Hydrogenophaga
hpse:HPF_06210	ko:K01091	Hydrogenophaga
hpse:HPF_06215	ko:K00134	Hydrogenophaga
hpse:HPF_06220	ko:K00927	Hydrogenophaga
hpse:HPF_06225	ko:K01624	Hydrogenophaga
hpse:HPF_10275	ko:K03723	Hydrogenophaga
hpse:HPF_10280	ko:K00991	Hydrogenophaga
hpse:HPF_10285	ko:K01770	Hydrogenophaga
hpse:HPF_10290	ko:K07638	Hydrogenophaga
hpse:HPF_10295	ko:K07659	Hydrogenophaga
hpse:HPF_10310	ko:K00019	Hydrogenophaga
hpse:HPF_10320	ko:K00951	Hydrogenophaga
hpse:HPF_10335	ko:K14441	Hydrogenophaga
hpse:HPF_10350	ko:K12573	Hydrogenophaga
hpse:HPF_10355	ko:K02221	Hydrogenophaga
hpse:HPF_10365	ko:K00285	Hydrogenophaga
hpse:HPF_10370	ko:K02967	Hydrogenophaga
hpse:HPF_10375	ko:K02357	Hydrogenophaga
hpse:HPF_10380	ko:K09903	Hydrogenophaga
hpse:HPF_10385	ko:K02838	Hydrogenophaga
hpse:HPF_10395	ko:K00981	Hydrogenophaga
hpse:HPF_10400	ko:K00099	Hydrogenophaga
hpse:HPF_10405	ko:K11749	Hydrogenophaga
hpse:HPF_10410	ko:K07277	Hydrogenophaga
hpse:HPF_10415	ko:K06142	Hydrogenophaga
hpse:HPF_10420	ko:K02536	Hydrogenophaga
hpse:HPF_10425	ko:K02372	Hydrogenophaga
hpse:HPF_10430	ko:K00677	Hydrogenophaga
hpse:HPF_10435	ko:K00748	Hydrogenophaga
hpse:HPF_10440	ko:K03470	Hydrogenophaga
hpse:HPF_10445	ko:K03437	Hydrogenophaga
hpse:HPF_10450	ko:K01956	Hydrogenophaga
hpse:HPF_10460	ko:K01955	Hydrogenophaga
hpse:HPF_10475	ko:K03624	Hydrogenophaga
hpse:HPF_10490	ko:K01491	Hydrogenophaga
hpse:HPF_10505	ko:K00163	Hydrogenophaga
hpse:HPF_10510	ko:K00627	Hydrogenophaga
hpse:HPF_10515	ko:K00382	Hydrogenophaga
hpse:HPF_14870	ko:K01889	Hydrogenophaga
hpse:HPF_14875	ko:K02887	Hydrogenophaga
hpse:HPF_14880	ko:K02916	Hydrogenophaga
hpse:HPF_14885	ko:K02520	Hydrogenophaga
hpse:HPF_14890	ko:K01868	Hydrogenophaga
hpse:HPF_14895	ko:K01637	Hydrogenophaga
hpse:HPF_14905	ko:K09792	Hydrogenophaga
hpse:HPF_14915	ko:K01420	Hydrogenophaga
hpse:HPF_14935	ko:K00406	Hydrogenophaga
hpse:HPF_14940	ko:K00407	Hydrogenophaga
hpse:HPF_14945	ko:K00405	Hydrogenophaga
hpse:HPF_14950	ko:K00404	Hydrogenophaga
hpse:HPF_14970	ko:K18661	Hydrogenophaga
hpse:HPF_14985	ko:K01578	Hydrogenophaga
hpse:HPF_14995	ko:K13292	Hydrogenophaga
hpse:HPF_15000	ko:K01687	Hydrogenophaga
hpse:HPF_15010	ko:K08738	Hydrogenophaga
hpse:HPF_15015	ko:K01895	Hydrogenophaga
hpse:HPF_15025	ko:K01676	Hydrogenophaga
hpse:HPF_15030	ko:K01776	Hydrogenophaga
hpse:HPF_15035	ko:K06902	Hydrogenophaga
hpse:HPF_15065	ko:K01338	Hydrogenophaga
hpse:HPF_15070	ko:K03544	Hydrogenophaga
hpse:HPF_15075	ko:K01358	Hydrogenophaga
hpse:HPF_15080	ko:K03545	Hydrogenophaga
hpse:HPF_15120	ko:K02291	Hydrogenophaga
hpse:HPF_19145	ko:K09808	Hydrogenophaga
hpse:HPF_19155	ko:K07462	Hydrogenophaga
hpse:HPF_19160	ko:K08083	Hydrogenophaga
hpse:HPF_19165	ko:K08082	Hydrogenophaga
hpse:HPF_19170	ko:K01755	Hydrogenophaga
hpse:HPF_19190	ko:K03320	Hydrogenophaga
hpse:HPF_19195	ko:K03297	Hydrogenophaga
hpse:HPF_19205	ko:K08167	Hydrogenophaga
hpse:HPF_19225	ko:K03829	Hydrogenophaga
hpse:HPF_19240	ko:K07028	Hydrogenophaga
hpse:HPF_19300	ko:K00101	Hydrogenophaga
hpse:HPF_19320	ko:K02346	Hydrogenophaga
hpse:HPF_19325	ko:K01692	Hydrogenophaga
hpse:HPF_19335	ko:K00794	Hydrogenophaga
hpse:HPF_19355	ko:K01495	Hydrogenophaga
hpse:HPF_19375	ko:K08310	Hydrogenophaga
hpse:HPF_19380	ko:K01876	Hydrogenophaga
hpse:HPF_19395	ko:K03688	Hydrogenophaga
hpse:HPF_19400	ko:K03690	Hydrogenophaga
hpse:HPF_19410	ko:K03183	Hydrogenophaga
hpse:HPF_23410	ko:K03111	Hydrogenophaga
hpse:HPF_01095	ko:K03320	Hydrogenophaga
hpse:HPF_01105	ko:K11472	Hydrogenophaga
hpse:HPF_01110	ko:K11473	Hydrogenophaga
hpse:HPF_01130	ko:K06996	Hydrogenophaga
hpse:HPF_01155	ko:K09786	Hydrogenophaga
hpse:HPF_01160	ko:K07180	Hydrogenophaga
hpse:HPF_01165	ko:K00432	Hydrogenophaga
hpse:HPF_01190	ko:K01775	Hydrogenophaga
hpse:HPF_01215	ko:K03304	Hydrogenophaga
hpse:HPF_01220	ko:K21600	Hydrogenophaga
hpse:HPF_01230	ko:K07090	Hydrogenophaga
hpse:HPF_01250	ko:K19416	Hydrogenophaga
hpse:HPF_01255	ko:K03717	Hydrogenophaga
hpse:HPF_01265	ko:K09946	Hydrogenophaga
hpse:HPF_01310	ko:K07003	Hydrogenophaga
hpse:HPF_01350	ko:K16171	Hydrogenophaga
hpse:HPF_01360	ko:K01104	Hydrogenophaga
hpse:HPF_01370	ko:K08234	Hydrogenophaga
hpse:HPF_01380	ko:K00108	Hydrogenophaga
hpse:HPF_05465	ko:K01759	Hydrogenophaga
hpse:HPF_05520	ko:K01992	Hydrogenophaga
hpse:HPF_05530	ko:K01990	Hydrogenophaga
hpse:HPF_05545	ko:K00635	Hydrogenophaga
hpse:HPF_05560	ko:K11712	Hydrogenophaga
hpse:HPF_05565	ko:K11711	Hydrogenophaga
hpse:HPF_05570	ko:K11688	Hydrogenophaga
hpse:HPF_05575	ko:K11103	Hydrogenophaga
hpse:HPF_05580	ko:K11747	Hydrogenophaga
hpse:HPF_05590	ko:K14153	Hydrogenophaga
hpse:HPF_05595	ko:K03149	Hydrogenophaga
hpse:HPF_05600	ko:K00652	Hydrogenophaga
hpse:HPF_05605	ko:K01935	Hydrogenophaga
hpse:HPF_05610	ko:K00833	Hydrogenophaga
hpse:HPF_05615	ko:K01579	Hydrogenophaga
hpse:HPF_05620	ko:K03154	Hydrogenophaga
hpse:HPF_05625	ko:K03153	Hydrogenophaga
hpse:HPF_05630	ko:K03147	Hydrogenophaga
hpse:HPF_05635	ko:K01537	Hydrogenophaga
hpse:HPF_05645	ko:K01246	Hydrogenophaga
hpse:HPF_05690	ko:K01652	Hydrogenophaga
hpse:HPF_05700	ko:K21703	Hydrogenophaga
hpse:HPF_05705	ko:K07086	Hydrogenophaga
hpse:HPF_05710	ko:K03286	Hydrogenophaga
hpse:HPF_05720	ko:K00077	Hydrogenophaga
hpse:HPF_09755	ko:K00344	Hydrogenophaga
hpse:HPF_09760	ko:K03787	Hydrogenophaga
hpse:HPF_09765	ko:K00573	Hydrogenophaga
hpse:HPF_09770	ko:K06194	Hydrogenophaga
hpse:HPF_09775	ko:K07501	Hydrogenophaga
hpse:HPF_09780	ko:K03215	Hydrogenophaga
hpse:HPF_09790	ko:K19416	Hydrogenophaga
hpse:HPF_09810	ko:K03561	Hydrogenophaga
hpse:HPF_09815	ko:K03832	Hydrogenophaga
hpse:HPF_09820	ko:K16422	Hydrogenophaga
hpse:HPF_09825	ko:K07336	Hydrogenophaga
hpse:HPF_09830	ko:K16090	Hydrogenophaga
hpse:HPF_09840	ko:K03387	Hydrogenophaga
hpse:HPF_09845	ko:K14393	Hydrogenophaga
hpse:HPF_09865	ko:K14393	Hydrogenophaga
hpse:HPF_09875	ko:K09773	Hydrogenophaga
hpse:HPF_09880	ko:K01007	Hydrogenophaga
hpse:HPF_09900	ko:K02342	Hydrogenophaga
hpse:HPF_09905	ko:K07182	Hydrogenophaga
hpse:HPF_09925	ko:K14393	Hydrogenophaga
hpse:HPF_09930	ko:K02990	Hydrogenophaga
hpse:HPF_09935	ko:K02686	Hydrogenophaga
hpse:HPF_09940	ko:K02963	Hydrogenophaga
hpse:HPF_09945	ko:K02939	Hydrogenophaga
hpse:HPF_09950	ko:K02314	Hydrogenophaga
hpse:HPF_09955	ko:K07175	Hydrogenophaga
hpse:HPF_09960	ko:K03564	Hydrogenophaga
hpse:HPF_09970	ko:K14260	Hydrogenophaga
hpse:HPF_09975	ko:K00003	Hydrogenophaga
hpse:HPF_09980	ko:K01733	Hydrogenophaga
hpse:HPF_09985	ko:K03753	Hydrogenophaga
hpse:HPF_09990	ko:K03750	Hydrogenophaga
hpse:HPF_09995	ko:K03636	Hydrogenophaga
hpse:HPF_14340	ko:K16898	Hydrogenophaga
hpse:HPF_14345	ko:K16899	Hydrogenophaga
hpse:HPF_14350	ko:K03671	Hydrogenophaga
hpse:HPF_14355	ko:K03628	Hydrogenophaga
hpse:HPF_14360	ko:K02909	Hydrogenophaga
hpse:HPF_14370	ko:K07636	Hydrogenophaga
hpse:HPF_14375	ko:K07657	Hydrogenophaga
hpse:HPF_14380	ko:K02039	Hydrogenophaga
hpse:HPF_14385	ko:K02036	Hydrogenophaga
hpse:HPF_14390	ko:K02038	Hydrogenophaga
hpse:HPF_14395	ko:K02037	Hydrogenophaga
hpse:HPF_14400	ko:K02040	Hydrogenophaga
hpse:HPF_14410	ko:K01524	Hydrogenophaga
hpse:HPF_14425	ko:K08296	Hydrogenophaga
hpse:HPF_14430	ko:K00937	Hydrogenophaga
hpse:HPF_14450	ko:K07093	Hydrogenophaga
hpse:HPF_14455	ko:K22468	Hydrogenophaga
hpse:HPF_14460	ko:K03892	Hydrogenophaga
hpse:HPF_14470	ko:K03741	Hydrogenophaga
hpse:HPF_14475	ko:K03325	Hydrogenophaga
hpse:HPF_00545	ko:K17686	Hydrogenophaga
hpse:HPF_00570	ko:K00799	Hydrogenophaga
hpse:HPF_00580	ko:K09471	Hydrogenophaga
hpse:HPF_00585	ko:K00375	Hydrogenophaga
hpse:HPF_00590	ko:K07010	Hydrogenophaga
hpse:HPF_00600	ko:K12256	Hydrogenophaga
hpse:HPF_00605	ko:K11073	Hydrogenophaga
hpse:HPF_00610	ko:K11076	Hydrogenophaga
hpse:HPF_00615	ko:K11075	Hydrogenophaga
hpse:HPF_00620	ko:K11074	Hydrogenophaga
hpse:HPF_00650	ko:K01420	Hydrogenophaga
hpse:HPF_00675	ko:K06940	Hydrogenophaga
hpse:HPF_00680	ko:K14205	Hydrogenophaga
hpse:HPF_00720	ko:K03495	Hydrogenophaga
hpse:HPF_00725	ko:K03501	Hydrogenophaga
hpse:HPF_00735	ko:K03496	Hydrogenophaga
hpse:HPF_00740	ko:K07002	Hydrogenophaga
hpse:HPF_00745	ko:K03497	Hydrogenophaga
hpse:HPF_00750	ko:K11741	Hydrogenophaga
hpse:HPF_00765	ko:K00102	Hydrogenophaga
hpse:HPF_00775	ko:K00798	Hydrogenophaga
hpse:HPF_00785	ko:K02670	Hydrogenophaga
hpse:HPF_00795	ko:K19222	Hydrogenophaga
hpse:HPF_00805	ko:K01555	Hydrogenophaga
hpse:HPF_04940	ko:K21071	Hydrogenophaga
hpse:HPF_04955	ko:K21029	Hydrogenophaga
hpse:HPF_04960	ko:K03797	Hydrogenophaga
hpse:HPF_04965	ko:K01834	Hydrogenophaga
hpse:HPF_04975	ko:K03676	Hydrogenophaga
hpse:HPF_04980	ko:K03071	Hydrogenophaga
hpse:HPF_04985	ko:K00057	Hydrogenophaga
hpse:HPF_04990	ko:K01918	Hydrogenophaga
hpse:HPF_04995	ko:K00606	Hydrogenophaga
hpse:HPF_05000	ko:K00767	Hydrogenophaga
hpse:HPF_05005	ko:K03517	Hydrogenophaga
hpse:HPF_05010	ko:K03060	Hydrogenophaga
hpse:HPF_05015	ko:K00942	Hydrogenophaga
hpse:HPF_05030	ko:K20074	Hydrogenophaga
hpse:HPF_05035	ko:K00989	Hydrogenophaga
hpse:HPF_05040	ko:K02428	Hydrogenophaga
hpse:HPF_05080	ko:K03189	Hydrogenophaga
hpse:HPF_05085	ko:K03188	Hydrogenophaga
hpse:HPF_05090	ko:K03187	Hydrogenophaga
hpse:HPF_05095	ko:K01428	Hydrogenophaga
hpse:HPF_05105	ko:K01429	Hydrogenophaga
hpse:HPF_05110	ko:K03192	Hydrogenophaga
hpse:HPF_05115	ko:K01430	Hydrogenophaga
hpse:HPF_05130	ko:K01785	Hydrogenophaga
hpse:HPF_05135	ko:K01708	Hydrogenophaga
hpse:HPF_05145	ko:K01706	Hydrogenophaga
hpse:HPF_05160	ko:K01707	Hydrogenophaga
hpse:HPF_05165	ko:K01706	Hydrogenophaga
hpse:HPF_05190	ko:K18981	Hydrogenophaga
hpse:HPF_09195	ko:K07793	Hydrogenophaga
hpse:HPF_09200	ko:K07794	Hydrogenophaga
hpse:HPF_09205	ko:K07795	Hydrogenophaga
hpse:HPF_09210	ko:K07649	Hydrogenophaga
hpse:HPF_09215	ko:K07774	Hydrogenophaga
hpse:HPF_09230	ko:K03710	Hydrogenophaga
hpse:HPF_09235	ko:K01999	Hydrogenophaga
hpse:HPF_09245	ko:K02557	Hydrogenophaga
hpse:HPF_09250	ko:K02556	Hydrogenophaga
hpse:HPF_09265	ko:K01432	Hydrogenophaga
hpse:HPF_09270	ko:K00364	Hydrogenophaga
hpse:HPF_09275	ko:K03657	Hydrogenophaga
hpse:HPF_09305	ko:K01613	Hydrogenophaga
hpse:HPF_09310	ko:K01845	Hydrogenophaga
hpse:HPF_09330	ko:K02204	Hydrogenophaga
hpse:HPF_09340	ko:K02335	Hydrogenophaga
