Organism	Metabolite	Conc	Module	Relation	Interactions	Description
Synechocystis	AcCoA	High	M00880	External	0	Molybdenum cofactor biosynthesis, GTP => molybdenum cofactor
Synechocystis	AcCoA	High	M00912	External	0	NAD biosynthesis, tryptophan => quinolinate => NAD
Synechocystis	AcCoA	Low	M00019	External	0	Valine/isoleucine biosynthesis, pyruvate => valine / 2-oxobutanoate => isoleucine
Synechocystis	AcCoA	Low	M00029	External	0	Urea cycle
Synechocystis	AcCoA	Low	M00032	External	0	Lysine degradation, lysine => saccharopine => acetoacetyl-CoA
Synechocystis	AcCoA	Low	M00036	Internal	0	Leucine degradation, leucine => acetoacetate + acetyl-CoA
Synechocystis	AcCoA	Low	M00114	External	0	Ascorbate biosynthesis, plants, fructose-6P => ascorbate
Synechocystis	AcCoA	Low	M00115	External	0	NAD biosynthesis, aspartate => quinolinate => NAD
Synechocystis	AcCoA	Low	M00145	External	0	NAD(P)H:quinone oxidoreductase, chloroplasts and cyanobacteria
Synechocystis	AcCoA	Low	M00163	External	0	Photosystem I
Synechocystis	AcCoA	Low	M00307	Internal	0	Pyruvate oxidation, pyruvate => acetyl-CoA
Synechocystis	AcCoA	Low	M00357	Internal	0	Methanogenesis, acetate => methane
Synechocystis	AcCoA	Low	M00432	Internal	0	Leucine biosynthesis, 2-oxoisovalerate => 2-oxoisocaproate
Synechocystis	AcCoA	Low	M00532	External	0	Photorespiration
Synechocystis	AcCoA	Low	M00535	Internal	0	Isoleucine biosynthesis, pyruvate => 2-oxobutanoate
Synechocystis	AcCoA	Low	M00615	External	0	Nitrate assimilation
Synechocystis	AcCoA	Low	M00844	External	0	Arginine biosynthesis, ornithine => arginine
Synechocystis	AcCoA	Low	M00845	Internal	0	Arginine biosynthesis, glutamate => acetylcitrulline => arginine
Synechocystis	AcCoA	Low	M00855	External	0	Glycogen degradation, glycogen => glucose-6P
Synechocystis	AcCoA	Low	M00880	External	0	Molybdenum cofactor biosynthesis, GTP => molybdenum cofactor
Synechocystis	AcCoA	Low	M00912	External	0	NAD biosynthesis, tryptophan => quinolinate => NAD
Synechocystis	ATP	High	M00003	Internal	0	Gluconeogenesis, oxaloacetate => fructose-6P
Synechocystis	ATP	High	M00060	Internal	0	KDO2-lipid A biosynthesis, Raetz pathway, LpxL-LpxM type
Synechocystis	ATP	High	M00115	Internal	0	NAD biosynthesis, aspartate => quinolinate => NAD
Synechocystis	ATP	High	M00163	External	0	Photosystem I
Synechocystis	ATP	High	M00346	Internal	0	Formaldehyde assimilation, serine pathway
Synechocystis	ATP	High	M00866	External	0	KDO2-lipid A biosynthesis, Raetz pathway, non-LpxL-LpxM type
Synechocystis	ATP	High	M00880	Internal	0	Molybdenum cofactor biosynthesis, GTP => molybdenum cofactor
Synechocystis	ATP	High	M00912	Internal	0	NAD biosynthesis, tryptophan => quinolinate => NAD
Synechocystis	ATP	High	M00924	Internal	0	Cobalamin biosynthesis, anaerobic, uroporphyrinogen III => sirohydrochlorin => cobyrinate a,c-diamide
Synechocystis	ATP	High	M00925	Internal	0	Cobalamin biosynthesis, aerobic, uroporphyrinogen III => precorrin 2 => cobyrinate a,c-diamide
Synechocystis	ATP	Low	M00001	Internal	0	Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate
Synechocystis	ATP	Low	M00002	Internal	0	Glycolysis, core module involving three-carbon compounds
Synechocystis	ATP	Low	M00003	Internal	0	Gluconeogenesis, oxaloacetate => fructose-6P
Synechocystis	ATP	Low	M00004	External	0	Pentose phosphate pathway (Pentose phosphate cycle)
Synechocystis	ATP	Low	M00006	External	0	Pentose phosphate pathway, oxidative phase, glucose 6P => ribulose 5P
Synechocystis	ATP	Low	M00008	External	0	Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate
Synechocystis	ATP	Low	M00009	Internal	0	Citrate cycle (TCA cycle, Krebs cycle)
Synechocystis	ATP	Low	M00011	Internal	0	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate
Synechocystis	ATP	Low	M00015	Internal	0	Proline biosynthesis, glutamate => proline
Synechocystis	ATP	Low	M00026	Internal	0	Histidine biosynthesis, PRPP => histidine
Synechocystis	ATP	Low	M00029	Internal	0	Urea cycle
Synechocystis	ATP	Low	M00032	External	0	Lysine degradation, lysine => saccharopine => acetoacetyl-CoA
Synechocystis	ATP	Low	M00036	Internal	0	Leucine degradation, leucine => acetoacetate + acetyl-CoA
Synechocystis	ATP	Low	M00049	Internal	0	Adenine ribonucleotide biosynthesis, IMP => ADP,ATP
Synechocystis	ATP	Low	M00050	Internal	0	Guanine ribonucleotide biosynthesis, IMP => GDP,GTP
Synechocystis	ATP	Low	M00060	Internal	0	KDO2-lipid A biosynthesis, Raetz pathway, LpxL-LpxM type
Synechocystis	ATP	Low	M00083	External	0	Fatty acid biosynthesis, elongation
Synechocystis	ATP	Low	M00114	External	0	Ascorbate biosynthesis, plants, fructose-6P => ascorbate
Synechocystis	ATP	Low	M00115	Internal	0	NAD biosynthesis, aspartate => quinolinate => NAD
Synechocystis	ATP	Low	M00123	Internal	0	Biotin biosynthesis, pimeloyl-ACP/CoA => biotin
Synechocystis	ATP	Low	M00145	External	0	NAD(P)H:quinone oxidoreductase, chloroplasts and cyanobacteria
Synechocystis	ATP	Low	M00149	External	0	Succinate dehydrogenase, prokaryotes
Synechocystis	ATP	Low	M00163	External	0	Photosystem I
Synechocystis	ATP	Low	M00173	Internal	0	Reductive citrate cycle (Arnon-Buchanan cycle)
Synechocystis	ATP	Low	M00307	External	0	Pyruvate oxidation, pyruvate => acetyl-CoA
Synechocystis	ATP	Low	M00346	Internal	0	Formaldehyde assimilation, serine pathway
Synechocystis	ATP	Low	M00376	Internal	0	3-Hydroxypropionate bi-cycle
Synechocystis	ATP	Low	M00432	External	0	Leucine biosynthesis, 2-oxoisovalerate => 2-oxoisocaproate
Synechocystis	ATP	Low	M00532	Internal	0	Photorespiration
Synechocystis	ATP	Low	M00535	External	0	Isoleucine biosynthesis, pyruvate => 2-oxobutanoate
Synechocystis	ATP	Low	M00565	Internal	0	Trehalose biosynthesis, D-glucose 1P => trehalose
Synechocystis	ATP	Low	M00572	External	0	Pimeloyl-ACP biosynthesis, BioC-BioH pathway, malonyl-ACP => pimeloyl-ACP
Synechocystis	ATP	Low	M00573	Internal	0	Biotin biosynthesis, BioI pathway, long-chain-acyl-ACP => pimeloyl-ACP => biotin
Synechocystis	ATP	Low	M00577	Internal	0	Biotin biosynthesis, BioW pathway, pimelate => pimeloyl-CoA => biotin
Synechocystis	ATP	Low	M00615	External	0	Nitrate assimilation
Synechocystis	ATP	Low	M00793	External	0	dTDP-L-rhamnose biosynthesis
Synechocystis	ATP	Low	M00844	Internal	0	Arginine biosynthesis, ornithine => arginine
Synechocystis	ATP	Low	M00845	Internal	0	Arginine biosynthesis, glutamate => acetylcitrulline => arginine
Synechocystis	ATP	Low	M00855	External	0	Glycogen degradation, glycogen => glucose-6P
Synechocystis	ATP	Low	M00866	External	0	KDO2-lipid A biosynthesis, Raetz pathway, non-LpxL-LpxM type
Synechocystis	ATP	Low	M00873	External	0	Fatty acid biosynthesis in mitochondria, animals
Synechocystis	ATP	Low	M00874	External	0	Fatty acid biosynthesis in mitochondria, fungi
Synechocystis	ATP	Low	M00880	Internal	0	Molybdenum cofactor biosynthesis, GTP => molybdenum cofactor
Synechocystis	ATP	Low	M00912	Internal	0	NAD biosynthesis, tryptophan => quinolinate => NAD
Synechocystis	ATP	Low	M00924	Internal	0	Cobalamin biosynthesis, anaerobic, uroporphyrinogen III => sirohydrochlorin => cobyrinate a,c-diamide
Synechocystis	ATP	Low	M00925	Internal	0	Cobalamin biosynthesis, aerobic, uroporphyrinogen III => precorrin 2 => cobyrinate a,c-diamide
Synechocystis	Cit	High	M00004	External	0	Pentose phosphate pathway (Pentose phosphate cycle)
Synechocystis	Cit	High	M00006	External	0	Pentose phosphate pathway, oxidative phase, glucose 6P => ribulose 5P
Synechocystis	Cit	High	M00008	External	0	Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate
Synechocystis	Cit	High	M00015	External	0	Proline biosynthesis, glutamate => proline
Synechocystis	Cit	High	M00029	External	0	Urea cycle
Synechocystis	Cit	High	M00032	External	0	Lysine degradation, lysine => saccharopine => acetoacetyl-CoA
Synechocystis	Cit	High	M00036	External	0	Leucine degradation, leucine => acetoacetate + acetyl-CoA
Synechocystis	Cit	High	M00114	External	0	Ascorbate biosynthesis, plants, fructose-6P => ascorbate
Synechocystis	Cit	High	M00115	External	0	NAD biosynthesis, aspartate => quinolinate => NAD
Synechocystis	Cit	High	M00118	External	0	Glutathione biosynthesis, glutamate => glutathione
Synechocystis	Cit	High	M00123	External	0	Biotin biosynthesis, pimeloyl-ACP/CoA => biotin
Synechocystis	Cit	High	M00145	External	0	NAD(P)H:quinone oxidoreductase, chloroplasts and cyanobacteria
Synechocystis	Cit	High	M00163	External	0	Photosystem I
Synechocystis	Cit	High	M00307	External	0	Pyruvate oxidation, pyruvate => acetyl-CoA
Synechocystis	Cit	High	M00357	External	0	Methanogenesis, acetate => methane
Synechocystis	Cit	High	M00532	External	0	Photorespiration
Synechocystis	Cit	High	M00565	External	0	Trehalose biosynthesis, D-glucose 1P => trehalose
Synechocystis	Cit	High	M00573	External	0	Biotin biosynthesis, BioI pathway, long-chain-acyl-ACP => pimeloyl-ACP => biotin
Synechocystis	Cit	High	M00577	External	0	Biotin biosynthesis, BioW pathway, pimelate => pimeloyl-CoA => biotin
Synechocystis	Cit	High	M00615	External	0	Nitrate assimilation
Synechocystis	Cit	High	M00793	External	0	dTDP-L-rhamnose biosynthesis
Synechocystis	Cit	High	M00844	External	0	Arginine biosynthesis, ornithine => arginine
Synechocystis	Cit	High	M00845	External	0	Arginine biosynthesis, glutamate => acetylcitrulline => arginine
Synechocystis	Cit	High	M00855	External	0	Glycogen degradation, glycogen => glucose-6P
Synechocystis	Cit	High	M00880	External	0	Molybdenum cofactor biosynthesis, GTP => molybdenum cofactor
Synechocystis	Cit	High	M00912	External	0	NAD biosynthesis, tryptophan => quinolinate => NAD
Synechocystis	Cit	High	M00924	External	0	Cobalamin biosynthesis, anaerobic, uroporphyrinogen III => sirohydrochlorin => cobyrinate a,c-diamide
Synechocystis	Cit	High	M00925	External	0	Cobalamin biosynthesis, aerobic, uroporphyrinogen III => precorrin 2 => cobyrinate a,c-diamide
Synechocystis	Cit	Low	M00001	External	0	Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate
Synechocystis	Cit	Low	M00002	External	0	Glycolysis, core module involving three-carbon compounds
Synechocystis	Cit	Low	M00003	External	0	Gluconeogenesis, oxaloacetate => fructose-6P
Synechocystis	Cit	Low	M00004	External	0	Pentose phosphate pathway (Pentose phosphate cycle)
Synechocystis	Cit	Low	M00006	External	0	Pentose phosphate pathway, oxidative phase, glucose 6P => ribulose 5P
Synechocystis	Cit	Low	M00008	External	0	Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate
Synechocystis	Cit	Low	M00009	Internal	0	Citrate cycle (TCA cycle, Krebs cycle)
Synechocystis	Cit	Low	M00011	External	0	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate
Synechocystis	Cit	Low	M00015	External	0	Proline biosynthesis, glutamate => proline
Synechocystis	Cit	Low	M00019	External	0	Valine/isoleucine biosynthesis, pyruvate => valine / 2-oxobutanoate => isoleucine
Synechocystis	Cit	Low	M00026	External	0	Histidine biosynthesis, PRPP => histidine
Synechocystis	Cit	Low	M00029	External	0	Urea cycle
Synechocystis	Cit	Low	M00032	External	0	Lysine degradation, lysine => saccharopine => acetoacetyl-CoA
Synechocystis	Cit	Low	M00036	External	0	Leucine degradation, leucine => acetoacetate + acetyl-CoA
Synechocystis	Cit	Low	M00049	External	0	Adenine ribonucleotide biosynthesis, IMP => ADP,ATP
Synechocystis	Cit	Low	M00050	External	0	Guanine ribonucleotide biosynthesis, IMP => GDP,GTP
Synechocystis	Cit	Low	M00051	External	0	Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP
Synechocystis	Cit	Low	M00060	External	0	KDO2-lipid A biosynthesis, Raetz pathway, LpxL-LpxM type
Synechocystis	Cit	Low	M00083	External	0	Fatty acid biosynthesis, elongation
Synechocystis	Cit	Low	M00088	External	0	Ketone body biosynthesis, acetyl-CoA => acetoacetate/3-hydroxybutyrate/acetone
Synechocystis	Cit	Low	M00095	External	0	C5 isoprenoid biosynthesis, mevalonate pathway
Synechocystis	Cit	Low	M00114	External	0	Ascorbate biosynthesis, plants, fructose-6P => ascorbate
Synechocystis	Cit	Low	M00115	External	0	NAD biosynthesis, aspartate => quinolinate => NAD
Synechocystis	Cit	Low	M00118	External	0	Glutathione biosynthesis, glutamate => glutathione
Synechocystis	Cit	Low	M00123	External	0	Biotin biosynthesis, pimeloyl-ACP/CoA => biotin
Synechocystis	Cit	Low	M00145	External	0	NAD(P)H:quinone oxidoreductase, chloroplasts and cyanobacteria
Synechocystis	Cit	Low	M00149	External	0	Succinate dehydrogenase, prokaryotes
Synechocystis	Cit	Low	M00162	External	0	Cytochrome b6f complex
Synechocystis	Cit	Low	M00163	External	0	Photosystem I
Synechocystis	Cit	Low	M00173	Internal	0	Reductive citrate cycle (Arnon-Buchanan cycle)
Synechocystis	Cit	Low	M00307	External	0	Pyruvate oxidation, pyruvate => acetyl-CoA
Synechocystis	Cit	Low	M00346	External	0	Formaldehyde assimilation, serine pathway
Synechocystis	Cit	Low	M00357	External	0	Methanogenesis, acetate => methane
Synechocystis	Cit	Low	M00373	External	0	Ethylmalonyl pathway
Synechocystis	Cit	Low	M00374	External	0	Dicarboxylate-hydroxybutyrate cycle
Synechocystis	Cit	Low	M00375	External	0	Hydroxypropionate-hydroxybutylate cycle
Synechocystis	Cit	Low	M00376	External	0	3-Hydroxypropionate bi-cycle
Synechocystis	Cit	Low	M00432	External	0	Leucine biosynthesis, 2-oxoisovalerate => 2-oxoisocaproate
Synechocystis	Cit	Low	M00532	External	0	Photorespiration
Synechocystis	Cit	Low	M00535	External	0	Isoleucine biosynthesis, pyruvate => 2-oxobutanoate
Synechocystis	Cit	Low	M00565	External	0	Trehalose biosynthesis, D-glucose 1P => trehalose
Synechocystis	Cit	Low	M00570	External	0	Isoleucine biosynthesis, threonine => 2-oxobutanoate => isoleucine
Synechocystis	Cit	Low	M00572	External	0	Pimeloyl-ACP biosynthesis, BioC-BioH pathway, malonyl-ACP => pimeloyl-ACP
Synechocystis	Cit	Low	M00573	External	0	Biotin biosynthesis, BioI pathway, long-chain-acyl-ACP => pimeloyl-ACP => biotin
Synechocystis	Cit	Low	M00577	External	0	Biotin biosynthesis, BioW pathway, pimelate => pimeloyl-CoA => biotin
Synechocystis	Cit	Low	M00615	External	0	Nitrate assimilation
Synechocystis	Cit	Low	M00793	External	0	dTDP-L-rhamnose biosynthesis
Synechocystis	Cit	Low	M00844	External	0	Arginine biosynthesis, ornithine => arginine
Synechocystis	Cit	Low	M00845	External	0	Arginine biosynthesis, glutamate => acetylcitrulline => arginine
Synechocystis	Cit	Low	M00849	External	0	C5 isoprenoid biosynthesis, mevalonate pathway, archaea
Synechocystis	Cit	Low	M00855	External	0	Glycogen degradation, glycogen => glucose-6P
Synechocystis	Cit	Low	M00866	External	0	KDO2-lipid A biosynthesis, Raetz pathway, non-LpxL-LpxM type
Synechocystis	Cit	Low	M00873	External	0	Fatty acid biosynthesis in mitochondria, animals
Synechocystis	Cit	Low	M00874	External	0	Fatty acid biosynthesis in mitochondria, fungi
Synechocystis	Cit	Low	M00880	External	0	Molybdenum cofactor biosynthesis, GTP => molybdenum cofactor
Synechocystis	Cit	Low	M00912	External	0	NAD biosynthesis, tryptophan => quinolinate => NAD
Synechocystis	Cit	Low	M00924	External	0	Cobalamin biosynthesis, anaerobic, uroporphyrinogen III => sirohydrochlorin => cobyrinate a,c-diamide
Synechocystis	Cit	Low	M00925	External	0	Cobalamin biosynthesis, aerobic, uroporphyrinogen III => precorrin 2 => cobyrinate a,c-diamide
Synechocystis	FBP	High	M00001	External	0	Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate
Synechocystis	FBP	High	M00002	External	0	Glycolysis, core module involving three-carbon compounds
Synechocystis	FBP	High	M00003	External	0	Gluconeogenesis, oxaloacetate => fructose-6P
Synechocystis	FBP	High	M00004	External	0	Pentose phosphate pathway (Pentose phosphate cycle)
Synechocystis	FBP	High	M00006	External	0	Pentose phosphate pathway, oxidative phase, glucose 6P => ribulose 5P
Synechocystis	FBP	High	M00008	External	0	Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate
Synechocystis	FBP	High	M00009	External	0	Citrate cycle (TCA cycle, Krebs cycle)
Synechocystis	FBP	High	M00011	External	0	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate
Synechocystis	FBP	High	M00015	External	0	Proline biosynthesis, glutamate => proline
Synechocystis	FBP	High	M00019	External	0	Valine/isoleucine biosynthesis, pyruvate => valine / 2-oxobutanoate => isoleucine
Synechocystis	FBP	High	M00026	External	0	Histidine biosynthesis, PRPP => histidine
Synechocystis	FBP	High	M00029	External	0	Urea cycle
Synechocystis	FBP	High	M00032	External	0	Lysine degradation, lysine => saccharopine => acetoacetyl-CoA
Synechocystis	FBP	High	M00036	External	0	Leucine degradation, leucine => acetoacetate + acetyl-CoA
Synechocystis	FBP	High	M00049	External	0	Adenine ribonucleotide biosynthesis, IMP => ADP,ATP
Synechocystis	FBP	High	M00050	External	0	Guanine ribonucleotide biosynthesis, IMP => GDP,GTP
Synechocystis	FBP	High	M00051	External	0	Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP
Synechocystis	FBP	High	M00060	External	0	KDO2-lipid A biosynthesis, Raetz pathway, LpxL-LpxM type
Synechocystis	FBP	High	M00083	External	0	Fatty acid biosynthesis, elongation
Synechocystis	FBP	High	M00088	External	0	Ketone body biosynthesis, acetyl-CoA => acetoacetate/3-hydroxybutyrate/acetone
Synechocystis	FBP	High	M00095	External	0	C5 isoprenoid biosynthesis, mevalonate pathway
Synechocystis	FBP	High	M00114	External	0	Ascorbate biosynthesis, plants, fructose-6P => ascorbate
Synechocystis	FBP	High	M00115	External	0	NAD biosynthesis, aspartate => quinolinate => NAD
Synechocystis	FBP	High	M00118	External	0	Glutathione biosynthesis, glutamate => glutathione
Synechocystis	FBP	High	M00123	External	0	Biotin biosynthesis, pimeloyl-ACP/CoA => biotin
Synechocystis	FBP	High	M00145	External	0	NAD(P)H:quinone oxidoreductase, chloroplasts and cyanobacteria
Synechocystis	FBP	High	M00149	External	0	Succinate dehydrogenase, prokaryotes
Synechocystis	FBP	High	M00162	External	0	Cytochrome b6f complex
Synechocystis	FBP	High	M00163	External	0	Photosystem I
Synechocystis	FBP	High	M00173	External	0	Reductive citrate cycle (Arnon-Buchanan cycle)
Synechocystis	FBP	High	M00307	External	0	Pyruvate oxidation, pyruvate => acetyl-CoA
Synechocystis	FBP	High	M00346	External	0	Formaldehyde assimilation, serine pathway
Synechocystis	FBP	High	M00357	External	0	Methanogenesis, acetate => methane
Synechocystis	FBP	High	M00373	External	0	Ethylmalonyl pathway
Synechocystis	FBP	High	M00374	External	0	Dicarboxylate-hydroxybutyrate cycle
Synechocystis	FBP	High	M00375	External	0	Hydroxypropionate-hydroxybutylate cycle
Synechocystis	FBP	High	M00376	External	0	3-Hydroxypropionate bi-cycle
Synechocystis	FBP	High	M00432	External	0	Leucine biosynthesis, 2-oxoisovalerate => 2-oxoisocaproate
Synechocystis	FBP	High	M00532	External	0	Photorespiration
Synechocystis	FBP	High	M00535	External	0	Isoleucine biosynthesis, pyruvate => 2-oxobutanoate
Synechocystis	FBP	High	M00565	External	0	Trehalose biosynthesis, D-glucose 1P => trehalose
Synechocystis	FBP	High	M00570	External	0	Isoleucine biosynthesis, threonine => 2-oxobutanoate => isoleucine
Synechocystis	FBP	High	M00572	External	0	Pimeloyl-ACP biosynthesis, BioC-BioH pathway, malonyl-ACP => pimeloyl-ACP
Synechocystis	FBP	High	M00573	External	0	Biotin biosynthesis, BioI pathway, long-chain-acyl-ACP => pimeloyl-ACP => biotin
Synechocystis	FBP	High	M00577	External	0	Biotin biosynthesis, BioW pathway, pimelate => pimeloyl-CoA => biotin
Synechocystis	FBP	High	M00615	External	0	Nitrate assimilation
Synechocystis	FBP	High	M00793	External	0	dTDP-L-rhamnose biosynthesis
Synechocystis	FBP	High	M00844	External	0	Arginine biosynthesis, ornithine => arginine
Synechocystis	FBP	High	M00845	External	0	Arginine biosynthesis, glutamate => acetylcitrulline => arginine
Synechocystis	FBP	High	M00849	External	0	C5 isoprenoid biosynthesis, mevalonate pathway, archaea
Synechocystis	FBP	High	M00855	External	0	Glycogen degradation, glycogen => glucose-6P
Synechocystis	FBP	High	M00866	External	0	KDO2-lipid A biosynthesis, Raetz pathway, non-LpxL-LpxM type
Synechocystis	FBP	High	M00873	External	0	Fatty acid biosynthesis in mitochondria, animals
Synechocystis	FBP	High	M00874	External	0	Fatty acid biosynthesis in mitochondria, fungi
Synechocystis	FBP	High	M00880	External	0	Molybdenum cofactor biosynthesis, GTP => molybdenum cofactor
Synechocystis	FBP	High	M00912	External	0	NAD biosynthesis, tryptophan => quinolinate => NAD
Synechocystis	FBP	High	M00924	External	0	Cobalamin biosynthesis, anaerobic, uroporphyrinogen III => sirohydrochlorin => cobyrinate a,c-diamide
Synechocystis	FBP	High	M00925	External	0	Cobalamin biosynthesis, aerobic, uroporphyrinogen III => precorrin 2 => cobyrinate a,c-diamide
Synechocystis	FBP	Low	M00001	External	0	Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate
Synechocystis	FBP	Low	M00002	External	0	Glycolysis, core module involving three-carbon compounds
Synechocystis	FBP	Low	M00003	External	0	Gluconeogenesis, oxaloacetate => fructose-6P
Synechocystis	FBP	Low	M00004	External	0	Pentose phosphate pathway (Pentose phosphate cycle)
Synechocystis	FBP	Low	M00006	External	0	Pentose phosphate pathway, oxidative phase, glucose 6P => ribulose 5P
Synechocystis	FBP	Low	M00008	External	0	Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate
Synechocystis	FBP	Low	M00009	External	0	Citrate cycle (TCA cycle, Krebs cycle)
Synechocystis	FBP	Low	M00011	External	0	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate
Synechocystis	FBP	Low	M00015	External	0	Proline biosynthesis, glutamate => proline
Synechocystis	FBP	Low	M00019	External	0	Valine/isoleucine biosynthesis, pyruvate => valine / 2-oxobutanoate => isoleucine
Synechocystis	FBP	Low	M00026	External	0	Histidine biosynthesis, PRPP => histidine
Synechocystis	FBP	Low	M00029	External	0	Urea cycle
Synechocystis	FBP	Low	M00032	External	0	Lysine degradation, lysine => saccharopine => acetoacetyl-CoA
Synechocystis	FBP	Low	M00036	External	0	Leucine degradation, leucine => acetoacetate + acetyl-CoA
Synechocystis	FBP	Low	M00049	External	0	Adenine ribonucleotide biosynthesis, IMP => ADP,ATP
Synechocystis	FBP	Low	M00050	External	0	Guanine ribonucleotide biosynthesis, IMP => GDP,GTP
Synechocystis	FBP	Low	M00051	External	0	Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP
Synechocystis	FBP	Low	M00060	External	0	KDO2-lipid A biosynthesis, Raetz pathway, LpxL-LpxM type
Synechocystis	FBP	Low	M00083	External	0	Fatty acid biosynthesis, elongation
Synechocystis	FBP	Low	M00088	External	0	Ketone body biosynthesis, acetyl-CoA => acetoacetate/3-hydroxybutyrate/acetone
Synechocystis	FBP	Low	M00095	External	0	C5 isoprenoid biosynthesis, mevalonate pathway
Synechocystis	FBP	Low	M00114	External	0	Ascorbate biosynthesis, plants, fructose-6P => ascorbate
Synechocystis	FBP	Low	M00115	External	0	NAD biosynthesis, aspartate => quinolinate => NAD
Synechocystis	FBP	Low	M00118	External	0	Glutathione biosynthesis, glutamate => glutathione
Synechocystis	FBP	Low	M00123	External	0	Biotin biosynthesis, pimeloyl-ACP/CoA => biotin
Synechocystis	FBP	Low	M00145	External	0	NAD(P)H:quinone oxidoreductase, chloroplasts and cyanobacteria
Synechocystis	FBP	Low	M00149	External	0	Succinate dehydrogenase, prokaryotes
Synechocystis	FBP	Low	M00162	External	0	Cytochrome b6f complex
Synechocystis	FBP	Low	M00163	External	0	Photosystem I
Synechocystis	FBP	Low	M00173	External	0	Reductive citrate cycle (Arnon-Buchanan cycle)
Synechocystis	FBP	Low	M00307	External	0	Pyruvate oxidation, pyruvate => acetyl-CoA
Synechocystis	FBP	Low	M00346	External	0	Formaldehyde assimilation, serine pathway
Synechocystis	FBP	Low	M00357	External	0	Methanogenesis, acetate => methane
Synechocystis	FBP	Low	M00373	External	0	Ethylmalonyl pathway
Synechocystis	FBP	Low	M00374	External	0	Dicarboxylate-hydroxybutyrate cycle
Synechocystis	FBP	Low	M00375	External	0	Hydroxypropionate-hydroxybutylate cycle
Synechocystis	FBP	Low	M00376	External	0	3-Hydroxypropionate bi-cycle
Synechocystis	FBP	Low	M00432	External	0	Leucine biosynthesis, 2-oxoisovalerate => 2-oxoisocaproate
Synechocystis	FBP	Low	M00532	External	0	Photorespiration
Synechocystis	FBP	Low	M00535	External	0	Isoleucine biosynthesis, pyruvate => 2-oxobutanoate
Synechocystis	FBP	Low	M00565	External	0	Trehalose biosynthesis, D-glucose 1P => trehalose
Synechocystis	FBP	Low	M00570	External	0	Isoleucine biosynthesis, threonine => 2-oxobutanoate => isoleucine
Synechocystis	FBP	Low	M00572	External	0	Pimeloyl-ACP biosynthesis, BioC-BioH pathway, malonyl-ACP => pimeloyl-ACP
Synechocystis	FBP	Low	M00573	External	0	Biotin biosynthesis, BioI pathway, long-chain-acyl-ACP => pimeloyl-ACP => biotin
Synechocystis	FBP	Low	M00577	External	0	Biotin biosynthesis, BioW pathway, pimelate => pimeloyl-CoA => biotin
Synechocystis	FBP	Low	M00615	External	0	Nitrate assimilation
Synechocystis	FBP	Low	M00793	External	0	dTDP-L-rhamnose biosynthesis
Synechocystis	FBP	Low	M00844	External	0	Arginine biosynthesis, ornithine => arginine
Synechocystis	FBP	Low	M00845	External	0	Arginine biosynthesis, glutamate => acetylcitrulline => arginine
Synechocystis	FBP	Low	M00849	External	0	C5 isoprenoid biosynthesis, mevalonate pathway, archaea
Synechocystis	FBP	Low	M00855	External	0	Glycogen degradation, glycogen => glucose-6P
Synechocystis	FBP	Low	M00866	External	0	KDO2-lipid A biosynthesis, Raetz pathway, non-LpxL-LpxM type
Synechocystis	FBP	Low	M00873	External	0	Fatty acid biosynthesis in mitochondria, animals
Synechocystis	FBP	Low	M00874	External	0	Fatty acid biosynthesis in mitochondria, fungi
Synechocystis	FBP	Low	M00880	External	0	Molybdenum cofactor biosynthesis, GTP => molybdenum cofactor
Synechocystis	FBP	Low	M00912	External	0	NAD biosynthesis, tryptophan => quinolinate => NAD
Synechocystis	FBP	Low	M00924	External	0	Cobalamin biosynthesis, anaerobic, uroporphyrinogen III => sirohydrochlorin => cobyrinate a,c-diamide
Synechocystis	FBP	Low	M00925	External	0	Cobalamin biosynthesis, aerobic, uroporphyrinogen III => precorrin 2 => cobyrinate a,c-diamide
Synechocystis	G6P	High	M00001	External	0	Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate
Synechocystis	G6P	High	M00002	External	0	Glycolysis, core module involving three-carbon compounds
Synechocystis	G6P	High	M00003	External	0	Gluconeogenesis, oxaloacetate => fructose-6P
Synechocystis	G6P	High	M00004	External	0	Pentose phosphate pathway (Pentose phosphate cycle)
Synechocystis	G6P	High	M00006	External	0	Pentose phosphate pathway, oxidative phase, glucose 6P => ribulose 5P
